,基本形,品詞,スコア
1139,gratify,動詞,1
1140,gratification,名詞,1
1141,grateful,形容詞,1
1142,grandeur,名詞,1
1143,grand,名詞,1
1144,grand,形容詞,1
1145,graduation,名詞,1
1146,gracious,形容詞,1
1147,graceful,形容詞,1
1148,grace,動詞,1
1149,grace,名詞,1
1150,gorgeous,形容詞,1
1151,goodness,名詞,1
1152,good,副詞,1
1153,good,名詞,1
1154,good,形容詞,1
1155,golden,形容詞,1
1156,gold,名詞,1
1157,gold,形容詞,1
1158,godliness,名詞,1
1159,godlike,形容詞,1
1160,glow,動詞,1
1161,glow,名詞,1
1162,glossy,形容詞,1
1163,glory,動詞,1
1164,glory,名詞,1
1165,glorious,形容詞,1
1166,glorify,動詞,1
1167,glitter,動詞,1
1168,glitter,名詞,1
1169,glisten,動詞,1
1170,glisten,名詞,1
1171,glimmer,動詞,1
1172,glimmer,名詞,1
1173,glee,名詞,1
1174,glean,動詞,1
1175,gleam,動詞,1
1176,gleam,名詞,1
1177,glamour,動詞,1
1178,glamour,名詞,1
1179,glamorous,形容詞,1
1180,gladness,名詞,1
1181,gladden,動詞,1
1182,glad,形容詞,1
1183,give,名詞,1
1184,gifted,形容詞,1
1185,gift,動詞,1
1186,gift,名詞,1
1187,giddy,形容詞,1
1188,genuine,形容詞,1
1189,gentle,動詞,1
1190,gentle,形容詞,1
1191,genius,名詞,1
1192,genial,形容詞,1
1193,generous,形容詞,1
1194,generosity,名詞,1
1195,generate,動詞,1
1196,gay,名詞,1
1197,gay,形容詞,1
1198,garnish,動詞,1
1199,garnish,名詞,1
1200,game,動詞,1
1201,game,名詞,1
1202,game,形容詞,1
1203,gallantry,名詞,1
1204,gallant,名詞,1
1205,gallant,形容詞,1
1206,gain,動詞,1
1207,gain,名詞,1
1208,gaily,副詞,1
1209,gaiety,名詞,1
1210,funny,副詞,1
1211,funny,形容詞,1
1212,fullness,名詞,1
1213,fulfillment,名詞,1
1214,fulfill,動詞,1
1215,fruition,名詞,1
1216,fruitful,形容詞,1
1217,frugal,形容詞,1
1218,frolic,動詞,1
1219,frolic,名詞,1
1220,friendship,名詞,1
1221,friendly,形容詞,1
1222,friend,名詞,1
1223,fresh,副詞,1
1224,fresh,形容詞,1
1225,freedom,名詞,1
1226,free,動詞,1
1227,free,副詞,1
1228,free,名詞,1
1229,free,形容詞,1
1230,frank,動詞,1
1231,frank,名詞,1
1232,frank,形容詞,1
1233,fragrant,形容詞,1
1234,foster,動詞,1
1235,foster,名詞,1
1236,foster,形容詞,1
1237,forward,動詞,1
1238,forward,副詞,1
1239,forward,名詞,1
1240,forward,形容詞,1
1241,fortunate,形容詞,1
1242,fortitude,名詞,1
1243,fortify,動詞,1
1244,formality,名詞,1
1245,forgiveness,名詞,1
1246,forgive,動詞,1
1247,foresight,名詞,1
1248,foremost,副詞,1
1249,foremost,形容詞,1
1250,fondness,名詞,1
1251,fond,形容詞,1
1252,fluent,形容詞,1
1253,flourish,動詞,1
1254,flourish,名詞,1
1255,flirt,動詞,1
1256,flirt,名詞,1
1257,flexible,形容詞,1
1258,flawless,形容詞,1
1259,flaunt,動詞,1
1260,flaunt,名詞,1
1261,flattery,名詞,1
1262,flatter,動詞,1
1263,flashy,形容詞,1
1264,flair,名詞,1
1265,fitness,名詞,1
1266,fit,動詞,1
1267,fit,名詞,1
1268,fit,形容詞,1
1269,firmness,名詞,1
1270,fill,動詞,1
1271,fill,名詞,1
1272,filial,形容詞,1
1273,fiery,形容詞,1
1274,fidelity,名詞,1
1275,festivity,名詞,1
1276,festive,形容詞,1
1277,festival,名詞,1
1278,fervor,名詞,1
1279,fervent,形容詞,1
1280,fertile,形容詞,1
1281,fellowship,名詞,1
1282,fellow,名詞,1
1283,feast,動詞,1
1284,feast,名詞,1
1285,feasible,副詞,1
1286,feasible,形容詞,1
1287,fearless,形容詞,1
1288,favorite,名詞,1
1289,favorite,形容詞,1
1290,favorable,形容詞,1
1291,favor,動詞,1
1292,favor,名詞,1
1293,fashionable,形容詞,1
1294,fascination,名詞,1
1295,farsighted,形容詞,1
1296,fantasy,名詞,1
1297,fantastic,形容詞,1
1298,fancy,動詞,1
1299,fancy,名詞,1
1300,fancy,形容詞,1
1301,famous,形容詞,1
1302,familiarize,動詞,1
1303,familiarity,名詞,1
1304,familiar,名詞,1
1305,familiar,形容詞,1
1306,fame,名詞,1
1307,faithfulness,名詞,1
1308,faithful,名詞,1
1309,faithful,形容詞,1
1310,faith,名詞,1
1311,fairness,名詞,1
1312,fair,動詞,1
1313,fair,副詞,1
1314,fair,名詞,1
1315,fair,形容詞,1
1316,factual,形容詞,1
1317,facilitate,動詞,1
1318,fabulous,形容詞,1
1319,eye,動詞,1
1320,eye,名詞,1
1321,exultation,名詞,1
1322,exult,動詞,1
1323,exuberant,形容詞,1
1324,exuberance,名詞,1
1325,extravagance,名詞,1
1326,extraordinary,形容詞,1
1327,extol,動詞,1
1328,exquisite,形容詞,1
1329,expert,名詞,1
1330,expert,形容詞,1
1331,experience,動詞,1
1332,experience,名詞,1
1333,exotic,形容詞,1
1334,exhilaration,名詞,1
1335,exertion,名詞,1
1336,excitement,名詞,1
1337,excited,形容詞,1
1338,excite,動詞,1
1339,excellent,形容詞,1
1340,excellence,名詞,1
1341,excel,動詞,1
1342,exalt,動詞,1
1343,exact,動詞,1
1344,exact,形容詞,1
1345,everlasting,名詞,1
1346,everlasting,形容詞,1
1347,etiquette,名詞,1
1348,ethics,名詞,1
1349,ethical,形容詞,1
1350,esteem,動詞,1
1351,esteem,名詞,1
1352,establish,動詞,1
1353,essential,名詞,1
1354,essential,形容詞,1
1355,equity,名詞,1
1356,equitable,形容詞,1
1357,equality,名詞,1
1358,envision,動詞,1
1359,entrust,動詞,1
1360,entrepreneurial,形容詞,1
1361,enthusiastic,形容詞,1
1362,enthusiasm,名詞,1
1363,entertainment,名詞,1
1364,entertain,動詞,1
1365,ensure,動詞,1
1366,ensemble,名詞,1
1367,enrichment,名詞,1
1368,enrich,動詞,1
1369,enlightenment,名詞,1
1370,enlighten,動詞,1
1371,enjoyment,名詞,1
1372,enjoyable,形容詞,1
1373,enjoy,動詞,1
1374,enhancement,名詞,1
1375,enhance,動詞,1
1376,engage,動詞,1
1377,energize,動詞,1
1378,energetic,形容詞,1
1379,endurance,名詞,1
1380,endow,動詞,1
1381,endorse,動詞,1
1382,endear,動詞,1
1383,encouragement,名詞,1
1384,encourage,動詞,1
1385,enchantment,名詞,1
1386,enchant,動詞,1
1387,enable,動詞,1
1388,empowerment,名詞,1
1389,empower,動詞,1
1390,empathy,名詞,1
1391,eminent,形容詞,1
1392,eminence,名詞,1
1393,embrace,動詞,1
1394,embrace,名詞,1
1395,embellish,動詞,1
1396,eloquent,形容詞,1
1397,elegant,形容詞,1
1398,elegance,名詞,1
1399,elate,動詞,1
1400,elaboration,名詞,1
1401,elaborate,動詞,1
1402,elaborate,形容詞,1
1403,efficient,形容詞,1
1404,efficiency,名詞,1
1405,efficacy,名詞,1
1406,effectiveness,名詞,1
1407,effective,形容詞,1
1408,educational,形容詞,1
1409,education,名詞,1
1410,educated,形容詞,1
1411,edible,名詞,1
1412,edible,形容詞,1
1413,ecstatic,形容詞,1
1414,ecstasy,名詞,1
1415,economize,動詞,1
1416,easy,副詞,1
1417,easy,形容詞,1
1418,ease,動詞,1
1419,ease,名詞,1
1420,earnestness,名詞,1
1421,earnest,名詞,1
1422,earnest,形容詞,1
1423,eagerness,名詞,1
1424,eager,名詞,1
1425,eager,形容詞,1
1426,dynamic,名詞,1
1427,dynamic,形容詞,1
1428,durable,形容詞,1
1429,durability,名詞,1
1430,doubtless,副詞,1
1431,dote,動詞,1
1432,donation,名詞,1
1433,donate,動詞,1
1434,dominance,名詞,1
1435,divinity,名詞,1
1436,divine,動詞,1
1437,divine,名詞,1
1438,divine,形容詞,1
1439,distinguished,形容詞,1
1440,distinguish,動詞,1
1441,distinctive,形容詞,1
1442,distinction,名詞,1
1443,distinct,形容詞,1
1444,discuss,動詞,1
1445,discretion,名詞,1
1446,discreet,形容詞,1
1447,discern,動詞,1
1448,diligent,形容詞,1
1449,dignity,名詞,1
1450,dignify,動詞,1
1451,dignified,形容詞,1
1452,dig,動詞,1
1453,dig,名詞,1
1454,dexterity,名詞,1
1455,devout,形容詞,1
1456,devotion,名詞,1
1457,devote,動詞,1
1458,desirous,形容詞,1
1459,desirable,形容詞,1
1460,deservedly,副詞,1
1461,deserve,動詞,1
1462,descry,動詞,1
1463,dependable,形容詞,1
1464,dependability,名詞,1
1465,delightful,形容詞,1
1466,delight,動詞,1
1467,delight,名詞,1
1468,delicate,形容詞,1
1469,delicacy,名詞,1
1470,definitive,形容詞,1
1471,deference,名詞,1
1472,defense,名詞,1
1473,defender,名詞,1
1474,defend,動詞,1
1475,deduce,動詞,1
1476,dedication,名詞,1
1477,dedicate,動詞,1
1478,decorative,形容詞,1
1479,decoration,名詞,1
1480,decorate,動詞,1
1481,decipher,動詞,1
1482,decent,副詞,1
1483,decent,形容詞,1
1484,decency,名詞,1
1485,dear,副詞,1
1486,dear,名詞,1
1487,dear,形容詞,1
1488,deal,動詞,1
1489,deal,名詞,1
1490,deal,形容詞,1
1491,dazzle,動詞,1
1492,dazzle,名詞,1
1493,dawn,動詞,1
1494,dawn,名詞,1
1495,dauntless,形容詞,1
1496,darling,名詞,1
1497,darling,形容詞,1
1498,daring,名詞,1
1499,daring,形容詞,1
1500,dare,動詞,1
1501,dare,名詞,1
1502,dance,動詞,1
1503,dance,名詞,1
1504,cute,形容詞,1
1505,curtsey,動詞,1
1506,curtsey,名詞,1
1507,cure,動詞,1
1508,cure,名詞,1
1509,cupid,名詞,1
1510,culture,名詞,1
1511,cultivation,名詞,1
1512,cultivate,動詞,1
1513,culmination,名詞,1
1514,culminate,動詞,1
1515,cuddle,動詞,1
1516,cuddle,名詞,1
1517,crusader,名詞,1
1518,crusade,動詞,1
1519,crusade,名詞,1
1520,credit,動詞,1
1521,credit,名詞,1
1522,credible,形容詞,1
1523,credibility,名詞,1
1524,credentials,名詞,1
1525,creativity,名詞,1
1526,creative,形容詞,1
1527,create,動詞,1
1528,cozy,名詞,1
1529,cozy,形容詞,1
1530,covenant,動詞,1
1531,covenant,名詞,1
1532,courtly,形容詞,1
1533,courtesy,名詞,1
1534,courteous,形容詞,1
1535,courageous,形容詞,1
1536,courage,名詞,1
1537,counsel,動詞,1
1538,counsel,名詞,1
1539,council,名詞,1
1540,correction,名詞,1
1541,correct,動詞,1
1542,correct,形容詞,1
1543,cordial,名詞,1
1544,cordial,形容詞,1
1545,coordination,名詞,1
1546,coordinate,動詞,1
1547,coordinate,名詞,1
1548,coordinate,形容詞,1
1549,cooperative,名詞,1
1550,cooperative,形容詞,1
1551,cooperation,名詞,1
1552,cooperate,動詞,1
1553,convince,動詞,1
1554,conviction,名詞,1
1555,convene,動詞,1
1556,contributor,名詞,1
1557,contribution,名詞,1
1558,contribute,動詞,1
1559,continuity,名詞,1
1560,contentment,名詞,1
1561,content,動詞,1
1562,content,名詞,1
1563,content,形容詞,1
1564,contact,動詞,1
1565,contact,名詞,1
1566,consummate,動詞,1
1567,consummate,形容詞,1
1568,consultation,名詞,1
1569,consult,動詞,1
1570,constructive,形容詞,1
1571,constancy,名詞,1
1572,consolidate,動詞,1
1573,console,動詞,1
1574,console,名詞,1
1575,consistent,形容詞,1
1576,consistency,名詞,1
1577,consign,動詞,1
1578,consideration,名詞,1
1579,considerate,形容詞,1
1580,consider,動詞,1
1581,conserve,動詞,1
1582,conserve,名詞,1
1583,consent,動詞,1
1584,consent,名詞,1
1585,consensus,名詞,1
1586,conscientious,形容詞,1
1587,conscience,名詞,1
1588,conquest,名詞,1
1589,conqueror,名詞,1
1590,conquer,動詞,1
1591,connect,動詞,1
1592,conjure,動詞,1
1593,conjunction,名詞,1
1594,congregate,動詞,1
1595,congregate,形容詞,1
1596,congratulatory,形容詞,1
1597,congratulation,名詞,1
1598,congratulate,動詞,1
1599,congenial,形容詞,1
1600,confident,形容詞,1
1601,confidence,名詞,1
1602,confide,動詞,1
1603,confidant,名詞,1
1604,confer,動詞,1
1605,confer,副詞,1
1606,confederation,名詞,1
1607,conducive,形容詞,1
1608,condone,動詞,1
1609,concur,動詞,1
1610,conclusive,形容詞,1
1611,concession,名詞,1
1612,compromise,動詞,1
1613,compromise,名詞,1
1614,comprehensive,形容詞,1
1615,comprehension,名詞,1
1616,comprehend,動詞,1
1617,composure,名詞,1
1618,compliment,動詞,1
1619,compliment,名詞,1
1620,compliance,名詞,1
1621,completion,名詞,1
1622,completeness,名詞,1
1623,complete,動詞,1
1624,complete,形容詞,1
1625,complementary,名詞,1
1626,complementary,形容詞,1
1627,complement,動詞,1
1628,complement,名詞,1
1629,competent,形容詞,1
1630,competency,名詞,1
1631,competence,名詞,1
1632,compensation,名詞,1
1633,compensate,動詞,1
1634,compatible,形容詞,1
1635,compassionate,動詞,1
1636,compassionate,形容詞,1
1637,compassion,名詞,1
1638,company,動詞,1
1639,company,名詞,1
1640,companionship,名詞,1
1641,companion,動詞,1
1642,companion,名詞,1
1643,community,名詞,1
1644,communion,名詞,1
1645,communicative,形容詞,1
1646,communicate,動詞,1
1647,commune,動詞,1
1648,commune,名詞,1
1649,communal,形容詞,1
1650,commonsense,形容詞,1
1651,common,名詞,1
1652,common,形容詞,1
1653,commodious,形容詞,1
1654,commitment,名詞,1
1655,commission,動詞,1
1656,commission,名詞,1
1657,commensurate,形容詞,1
1658,commendation,名詞,1
1659,commendable,副詞,1
1660,commendable,形容詞,1
1661,commend,動詞,1
1662,commencement,名詞,1
1663,commemoration,名詞,1
1664,commemorate,動詞,1
1665,comical,形容詞,1
1666,comic,名詞,1
1667,comic,形容詞,1
1668,comfortable,形容詞,1
1669,comfort,動詞,1
1670,comfort,名詞,1
1671,comestible,名詞,1
1672,comestible,形容詞,1
1673,comely,形容詞,1
1674,comedy,名詞,1
1675,comeback,名詞,1
1676,colossal,形容詞,1
1677,colleague,名詞,1
1678,collaboration,名詞,1
1679,collaborate,動詞,1
1680,coincident,形容詞,1
1681,cohort,名詞,1
1682,cohesion,名詞,1
1683,coherent,形容詞,1
1684,cognizant,形容詞,1
1685,cognizance,名詞,1
1686,cogent,形容詞,1
1687,coexistence,名詞,1
1688,coddle,動詞,1
1689,coax,動詞,1
1690,coax,名詞,1
1691,clout,動詞,1
1692,clout,名詞,1
1693,closeness,名詞,1
1694,clever,形容詞,1
1695,clearness,名詞,1
1696,clear,動詞,1
1697,clear,副詞,1
1698,clear,名詞,1
1699,clear,形容詞,1
1700,cleanse,動詞,1
1701,cleanliness,名詞,1
1702,clean,動詞,1
1703,clean,副詞,1
1704,clean,名詞,1
1705,clean,形容詞,1
1706,classic,名詞,1
1707,classic,形容詞,1
1708,clarity,名詞,1
1709,clarify,動詞,1
1710,civilize,動詞,1
1711,civilization,名詞,1
1712,civility,名詞,1
1713,civil,形容詞,1
1714,chum,名詞,1
1715,chosen,名詞,1
1716,chosen,形容詞,1
1717,chivalry,名詞,1
1718,chivalrous,形容詞,1
1719,chic,名詞,1
1720,chic,形容詞,1
1721,cherub,名詞,1
1722,cherish,動詞,1
1723,cheery,形容詞,1
1724,cheerful,形容詞,1
1725,cheer,動詞,1
1726,cheer,名詞,1
1727,chaste,形容詞,1
1728,charm,動詞,1
1729,charm,名詞,1
1730,charity,名詞,1
1731,charitable,形容詞,1
1732,charisma,名詞,1
1733,championship,名詞,1
1734,champion,動詞,1
1735,champion,名詞,1
1736,champion,形容詞,1
1737,champ,動詞,1
1738,champ,名詞,1
1739,ceremonial,名詞,1
1740,ceremonial,形容詞,1
1741,celebrity,名詞,1
1742,celebration,名詞,1
1743,celebrate,動詞,1
1744,ceaseless,形容詞,1
1745,casual,形容詞,1
1746,caress,動詞,1
1747,caress,名詞,1
1748,careful,形容詞,1
1749,carefree,形容詞,1
1750,care,動詞,1
1751,care,名詞,1
1752,captivation,名詞,1
1753,capitalize,動詞,1
1754,capable,形容詞,1
1755,capability,名詞,1
1756,candor,名詞,1
1757,candid,形容詞,1
1758,calmness,名詞,1
1759,calm,動詞,1
1760,calm,名詞,1
1761,calm,形容詞,1
1762,call,動詞,1
1763,call,名詞,1
1764,buy,動詞,1
1765,buy,名詞,1
1766,buoyant,形容詞,1
1767,brotherly,副詞,1
1768,brotherly,形容詞,1
1769,brotherhood,名詞,1
1770,brilliant,形容詞,1
1771,brilliance,名詞,1
1772,brightness,名詞,1
1773,bright,副詞,1
1774,bright,形容詞,1
1775,breadwinner,名詞,1
1776,bravery,名詞,1
1777,brave,動詞,1
1778,brave,名詞,1
1779,brave,形容詞,1
1780,brainy,形容詞,1
1781,bountiful,形容詞,1
1782,boundless,形容詞,1
1783,boost,動詞,1
1784,boost,名詞,1
1785,boom,動詞,1
1786,boom,名詞,1
1787,bonus,名詞,1
1788,bonny,形容詞,1
1789,bolster,動詞,1
1790,bolster,名詞,1
1791,boldness,名詞,1
1792,blossom,動詞,1
1793,blossom,名詞,1
1794,bloom,動詞,1
1795,bloom,名詞,1
1796,blithe,形容詞,1
1797,blissful,形容詞,1
1798,bliss,名詞,1
1799,bless,動詞,1
1800,blameless,形容詞,1
1801,better,動詞,1
1802,better,副詞,1
1803,better,名詞,1
1804,better,形容詞,1
1805,betrothal,名詞,1
1806,betroth,動詞,1
1807,bestow,動詞,1
1808,best,動詞,1
1809,best,副詞,1
1810,best,名詞,1
1811,best,形容詞,1
1812,bequeath,動詞,1
1813,benign,形容詞,1
1814,benevolent,形容詞,1
1815,benevolence,名詞,1
1816,benefit,動詞,1
1817,benefit,名詞,1
1818,beneficiary,名詞,1
1819,beneficiary,形容詞,1
1820,beneficial,形容詞,1
1821,beneficent,形容詞,1
1822,benefactor,名詞,1
1823,beloved,名詞,1
1824,beloved,形容詞,1
1825,behalf,名詞,1
1826,befriend,動詞,1
1827,befitting,形容詞,1
1828,befit,動詞,1
1829,beauty,名詞,1
1830,beautify,動詞,1
1831,beauteous,形容詞,1
1832,beacon,動詞,1
1833,beacon,名詞,1
1834,basic,名詞,1
1835,basic,形容詞,1
1836,bargain,動詞,1
1837,bargain,名詞,1
1838,baptize,動詞,1
1839,baptism,名詞,1
1840,balmy,形容詞,1
1841,ball,動詞,1
1842,ball,名詞,1
1843,backing,名詞,1
1844,backer,名詞,1
1845,backbone,名詞,1
1846,back,動詞,1
1847,back,副詞,1
1848,back,名詞,1
1849,back,形容詞,1
1850,awareness,名詞,1
1851,aware,形容詞,1
1852,award,動詞,1
1853,award,名詞,1
1854,avid,形容詞,1
1855,availability,名詞,1
1856,autonomous,形容詞,1
1857,authority,名詞,1
1858,authoritative,形容詞,1
1859,authenticity,名詞,1
1860,authentic,形容詞,1
1861,auspicious,形容詞,1
1862,augmentation,名詞,1
1863,augment,動詞,1
1864,audible,形容詞,1
1865,attune,動詞,1
1866,attractiveness,名詞,1
1867,attractive,形容詞,1
1868,attraction,名詞,1
1869,attract,動詞,1
1870,attentive,形容詞,1
1871,attendance,名詞,1
1872,attend,動詞,1
1873,attainment,名詞,1
1874,attain,動詞,1
1875,attachment,名詞,1
1876,athletic,形容詞,1
1877,astute,形容詞,1
1878,astound,動詞,1
1879,assuredly,副詞,1
1880,assure,動詞,1
1881,assurance,名詞,1
1882,association,名詞,1
1883,associate,動詞,1
1884,associate,名詞,1
1885,associate,形容詞,1
1886,assistant,名詞,1
1887,assistant,形容詞,1
1888,assistance,名詞,1
1889,assist,動詞,1
1890,assist,名詞,1
1891,asset,名詞,1
1892,assertion,名詞,1
1893,assent,動詞,1
1894,assent,名詞,1
1895,aspire,動詞,1
1896,aspiration,名詞,1
1897,ascribe,動詞,1
1898,art,名詞,1
1899,aristocratic,形容詞,1
1900,aristocrat,名詞,1
1901,aristocracy,名詞,1
1902,ardent,形容詞,1
1903,arbitration,名詞,1
1904,arbitrate,動詞,1
1905,arbiter,名詞,1
1906,aptitude,名詞,1
1907,apt,形容詞,1
1908,approve,動詞,1
1909,approval,名詞,1
1910,appropriate,動詞,1
1911,appropriate,形容詞,1
1912,approach,動詞,1
1913,approach,名詞,1
1914,apprehend,動詞,1
1915,appreciative,形容詞,1
1916,appreciation,名詞,1
1917,appreciate,動詞,1
1918,appreciable,形容詞,1
1919,appoint,動詞,1
1920,applause,名詞,1
1921,applaud,動詞,1
1922,append,動詞,1
1923,appease,動詞,1
1924,appeal,動詞,1
1925,appeal,名詞,1
1926,apocalypse,名詞,1
1927,anoint,動詞,1
1928,angelic,形容詞,1
1929,angel,名詞,1
1930,amusement,名詞,1
1931,amuse,動詞,1
1932,amply,副詞,1
1933,amplify,動詞,1
1934,ample,形容詞,1
1935,amour,名詞,1
1936,amnesty,動詞,1
1937,amnesty,名詞,1
1938,amicable,形容詞,1
1939,amiable,形容詞,1
1940,amiability,名詞,1
1941,amenity,名詞,1
1942,amenable,形容詞,1
1943,ameliorate,動詞,1
1944,amazing,形容詞,1
1945,amazement,名詞,1
1946,altruistic,形容詞,1
1947,almighty,名詞,1
1948,almighty,形容詞,1
1949,ally,動詞,1
1950,ally,名詞,1
1951,allure,動詞,1
1952,allure,名詞,1
1953,allowance,動詞,1
1954,allowance,名詞,1
1955,allowable,形容詞,1
1956,allow,動詞,1
1957,allies,名詞,1
1958,allied,形容詞,1
1959,alliance,名詞,1
1960,alleviate,動詞,1
1961,allegiance,名詞,1
1962,alive,形容詞,1
1963,alight,動詞,1
1964,alight,形容詞,1
1965,alertness,名詞,1
1966,aid,動詞,1
